Sequela Name,Health State Name,Health State Lay Description,Mean,Lower,Upper
Incontinence and impotence due to congenital anomalies of the urinary tract,urinary incontinence and impotence,(combined DW),0.154005383,0.10518857,0.213689498
"Atypical genitalia, recurrent urinary tract infections or other abdominal issues and incontinence due to congenital anomalies of the urinary tract","Mild abdominopelvic problem, urinary incontinence, and level 1 disfigurement",(combined DW),0.157922601,0.108002856,0.217783484
"Atypical genitalia, incontinence and impotence due to congenital anomalies of the urinary tract","Mild abdominopelvic problem, urinary incontinence, and level 1 disfigurement",(combined DW),0.157922601,0.108002856,0.217783484
"Incontinence, impotence, and recurrent urinary tract infections or other abdominal issues and impotence due to congenital anomalies of the urinary tract","Mild abdominopelvic problem, urinary incontinence, and impotence",(combined DW),0.163273137,0.111748872,0.224999653
"Atypical genitalia, incontinence, impotence, and recurrent urinary tract infections or other abdominal issues and impotence due to congenital anomalies of the urinary tract","Mild abdominopelvic problem, urinary incontinence, impotence, and level 1 disfigurement",(combined DW),0.172433557,0.117962522,0.23890134
Mild chronic respiratory problems and breathlessness due to congenital diaphragmatic hernia,"COPD and other chronic respiratory problems, mild","has cough and shortness of breath after heavy physical activity, but is able to walk long distances and climb stairs.",0.019316721,0.010635393,0.03272288
Developmental delay or mild intellectual disability due to congenital diaphragmatic hernia,"Intellectual disability / mental retardation, mild","has low intelligence and is slow in learning at school. As an adult, the person can live independently, but often needs help to raise children and can only work at simple supervised jobs.",0.04254058,0.025978245,0.06445393
Chronic abdominal pain due to congenital diaphragmatic hernia,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
Disfigurement due to congenital diaphragmatic hernia,"Disfigurement, level 1","has a slight, visible physical deformity that others notice, which causes some worry and discomfort.",0.011016252,0.005239763,0.020619542
Asymptomatic congenital diaphragmatic hernia,Asymptomatic,,0,0,0
Chronic abdominal pain and disfigurement due to congenital diaphragmatic hernia,Level 1 disfigurement with itch/pain and mild abdominopelvic problem,(combined DW),0.037209848,0.020466216,0.061606793
Chronic abdominal pain and mild chronic respiratory problems due to congenital diaphragmatic hernia,Mild abdominopelvic problem and mild COPD and other chronic respiratory problems,(combined DW),0.030091788,0.015857545,0.052720368
Chronic abdominal pain and developmental delay due to congenital diaphragmatic hernia,Mild abdominopelvic problem and mild intellectual disability,(combined DW),0.053050501,0.031823913,0.082531573
Disfigurement and mild chronic respiratory problems due to congenital diaphragmatic hernia,Level 1 disfigurement with itch/pain and mild COPD and other chronic respiratory problems,(combined DW),0.045285736,0.025849718,0.073149786
Disfigurement and developmental delay due to congenital diaphragmatic hernia,Level 1 disfigurement with itch/pain and mild intellectual disability,(combined DW),0.067870202,0.0410508,0.102433429
 Mild chronic respiratory problems and developmental delay due to congenital diaphragmatic hernia,Mild intellectual disability and mild COPD and other chronic respiratory problem,(combined DW),0.06098833,0.036900446,0.093060971
"Chronic abdominal pain, disfigurement and  chronic respiratory problems due to congenital diaphragmatic hernia","Mild abdominopelvic problem,  mild COPD and other chronic respiratory problems, and level 1 disfigurement with itch/pain ",(combined DW),0.055751153,0.030759417,0.092204693
"Chronic abdominal pain, chronic respiratory problems and developmental delay due to congenital diaphragmatic hernia","Mild abdominopelvic problem,  mild COPD and other chronic respiratory problems, and level 1 disfigurement with itch/pain ",(combined DW),0.055751153,0.030759417,0.092204693
"Chronic abdominal pain, disfigurement and developmental delay due to congenital diaphragmatic hernia","Mild abdominopelvic problem, mild intellectual disability, and level 1 disfigurement with itch/pain",(combined DW),0.078078378,0.046134945,0.12007477
"Disfigurement, chronic respiratory problems and developmental delay due to congenital diaphragmatic hernia","Mild COPD and other chronic respiratory problems, mild intellectual disability, and level 1 disfigurement with itch/pain",(combined DW),0.085795476,0.051550332,0.130846501
"Chronic abdominal pain, disfigurement, developmental delay and  chronic respiratory problems due to congenital diaphragmatic hernia","Mild abdominopelvic problem, mild COPD and other chronic respiratory problems, mild intellectual disability, and level 1 disfigurement with itch/pain",(combined DW),0.095787625,0.057077332,0.147623137
Chronic respiratory problems including difficulty breaking and recurrent upper respiratory infections due to atresia and/or stenosis of the digestive tract,"COPD and other chronic respiratory problems, mild","has cough and shortness of breath after heavy physical activity, but is able to walk long distances and climb stairs.",0.019316721,0.010635393,0.03272288
Dysphagia or acid reflux due to congenital atresia and/or stenosis of the digestive tract,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
Chronic abdominal pain due to congenital atresia and/or stenosis of the digestive tract,"Abdominopelvic problem, moderate",has pain in the belly and feels nauseous. The person has difficulties with daily activities. ,0.114339967,0.077947085,0.158676813
Asymptomatic congenital atresia and/or stenosis of the digestive tract,Asymptomatic,,0,0,0
Chronic respiratory problems and dysphagia or acid reflux due to congenital atresia and/or stenosis of the digestive tract,Mild abdominopelvic problem and mild COPD and other chronic respiratory problems,(combined DW),0.030091788,0.015857545,0.052720368
Chronic respiratory problems and abdominal pain due to congenital atresia and/or stenosis of the digestive tract,Mild abdominopelvic problem and mild COPD and other chronic respiratory problems,(combined DW),0.030091788,0.015857545,0.052720368
"Dysphagia or acid reflux, chronic abdominal pain and chronic respiratory problems due to congenital atresia and/or stenosis of the digestive tract","Mild abdominopelvic problem, moderate abdominopelvic problem, and mild COPD and other chronic respiratory problems",(combined DW),0.140897072,0.0962938,0.197962826
Dysphagia or acid reflux and chronic abdominal pain due to congenital atresia and/or stenosis of the digestive tract,Mild abdominopelvic problem and moderate abdominopelvic problem,(combined DW),0.124057408,0.084962164,0.171176388
Chronic abdominal pain due to congenital malformations of the abdominal wall,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
Constipation due to congenital malformations of the abdominal wall,"Abdominopelvic problem, moderate",has pain in the belly and feels nauseous. The person has difficulties with daily activities. ,0.114339967,0.077947085,0.158676813
Disfigurement from scars following treatment for congenital malformations of the abdominal wall,"Disfigurement, level 1","has a slight, visible physical deformity that others notice, which causes some worry and discomfort.",0.011016252,0.005239763,0.020619542
Asymptomatic congenital malformations of the abdominal wall after treatment,Asymptomatic,,0,0,0
Chronic abdominal pain and concern about scars due to congenital malformations of the abdominal wall,Moderate abdominopelvic problem and level 1 disfigurement,(combined DW),0.124064295,0.084691258,0.172262598
Constipation and concern about scars due to congenital malformations of the abdominal wall,Mild abdominopelvic problem and level 1 disfigurement,(combined DW),0.021888704,0.010593888,0.040695594
"Constipation, chronic abdominal pain and concern about scars due to congenital malformations of the abdominal wall","Mild abdominopelvic problem, moderate abdominopelvic problem, and level 1 disfigurement",(combined DW),0.205959996,0.142701021,0.283138957
Constipation and chronic abdominal pain due to congenital malformations of the abdominal wall,Mild abdominopelvic problem and moderate abdominopelvic problem,(combined DW),0.124057408,0.084962164,0.171176388
"Acid reflux, dyspahgia, and/or constipation due to other congenital malformations of the digestive tract","Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
Chronic abdominal pain and/or nausea due to other congenital malformations of the digestive tract,"Abdominopelvic problem, moderate",has pain in the belly and feels nauseous. The person has difficulties with daily activities. ,0.114339967,0.077947085,0.158676813
Asymptomatic other congenital malformations of the digestive tract,Asymptomatic,,0,0,0
"Chronic abdominal pain and/or nausea with acid reflux, dyspahgia, and/or constipation  due to other congenital malformations of the digestive tract",Mild abdominopelvic problem and moderate abdominopelvic problem,(combined DW),0.124057408,0.084962164,0.171176388
Other congenital birth defects,"Post-COMO calculation for residuals (YLL/YLD ratio, other methods)",,,,
Mild hearing loss due to other congenital anomalies,"Hearing loss, mild","has great difficulty hearing and understanding another person talking in a noisy place (for example, on an urban street).",0.009557887,0.00419248,0.0188052
Moderate hearing loss due to other congenital anomalies,"Hearing loss, moderate","is unable to hear and understand another person talking in a noisy place (for example, on an urban street), and has difficulty hearing another person talking even in a quiet place or on the phone.",0.026575171,0.015295118,0.042228913
Severe hearing loss due to other congenital anomalies,"Hearing loss, severe","is unable to hear and understand another person talking, even in a quiet place, and unable to take part in a phone conversation. Difficulties with communicating and relating to others cause emotional impact at times (for example worry or depression).",0.158397435,0.104716148,0.22663269
Profound hearing loss due to other congenital anomalies,"Hearing loss, profound","is unable to hear and understand another person talking, even in a quiet place, is unable to take part in a phone conversation, and has great difficulty hearing anything in any other situation. Difficulties with communicating and relating to othersoften cause worry, depression, and loneliness.",0.203939708,0.134488148,0.287661848
Complete hearing loss due to other congenital anomalies,"Hearing loss, complete","cannot hear at all in any situation, including even the loudest sounds, and cannot communicate verbally or use a phone. Difficulties with communicating and relating to others often cause worry, depression or loneliness.",0.21483467,0.144054895,0.306618743
Mild hearing loss with ringing due to other congenital anomalies,"Hearing loss, mild, with ringing","has great difficulty hearing and understanding another person talking in a noisy place (for example, on an urban street), and sometimes has annoying ringing in the ears.",0.021431429,0.011755785,0.036158027
Moderate hearing loss with ringing due to other congenital anomalies,"Hearing loss, moderate, with ringing","is unable to hear and understand another person talking in a noisy place (for example, on an urban street), and has difficulty hearing another person talking even in a quiet place or on the phone, and has annoying ringing in the ears for more than 5 minutes at a time, almost everyday.",0.073963036,0.048560812,0.106579533
Severe hearing loss with ringing due to other congenital anomalies,"Hearing loss, severe, with ringing","is unable to hear and understand another person talking, even in a quiet place, and unable to take part in a phone conversation, and has annoying ringing in the ears for more than 5 minutes at a time, almost everyday. Difficulties with communicating and relating to others cause emotional impact at times (for example worry or depression).",0.260867083,0.174921238,0.360055843
Profound hearing loss with ringing due to other congenital anomalies,"Hearing loss, profound, with ringing","is unable to hear and understand another person talking, even in a quiet place, is unable to take part in a phone conversation, has great difficulty hearing anything in any other situation, and has annoying ringing in the ears for more than 5 minutes at a time, several times a day. Difficulties with communicating and relating to others often cause worry, depression, or loneliness.",0.277320698,0.182060085,0.387172592
Complete hearing loss with ringing due to other congenital anomalies,"Hearing loss, complete, with ringing","cannot hear at all in any situation, including even the loudest sounds, and cannot communicate verbally or use a phone, and has very annoying ringing in the ears for more than half of the day. Difficulties with communicating and relating to others often cause worry, depression or loneliness.",0.315801357,0.2122617,0.435271537
Moderately severe hearing loss due to other congenital anomalies,"Hearing loss, moderately severe",(custom DW from hearing loss impairment envelope),0.092486303,0.063713095,0.129116138
Moderately severe hearing loss with ringing due to other congenital anomalies,"Hearing loss, moderately severe, with ringing",(custom DW from hearing loss impairment envelope),0.167415059,0.114868449,0.230697411
Mild urinary tract infections,"Infectious disease, acute episode, mild","has a low fever and mild discomfort , but no difficulty with daily activities.",0.005786497,0.00229985,0.012109072
Moderate urinary tract infections,"Infectious disease, acute episode, moderate ","has a fever and aches, and feels weak, which causes some difficulty with daily activities. ",0.050594946,0.032378223,0.07405045
Mild urolithiasis episodes,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
Moderate urolithiasis episodes,"Abdominopelvic problem, moderate",has pain in the belly and feels nauseous. The person has difficulties with daily activities. ,0.114339967,0.077947085,0.158676813
Severe urolithiasis episodes,"Abdominopelvic problem, severe",has severe pain in the belly and feels nauseous. The person is anxious and unable to carry out daily activities.,0.324246551,0.219721318,0.44180474
Symptomatic benign prostatic hyperplasia,"Benign prostatic hypertrophy, symptomatic cases","feels the urge to urinate frequently, but when passing urine it comes out slowly and sometimes is painful.",0.067261807,0.042893343,0.097440437
Asymptomatic benign prostatic hyperplasia,Asymptomatic,,0,0,0
Idiopathic primary male infertility,"Infertility, primary","wants to have a child and has a fertile partner, but the couple cannot conceive.",0.007564045,0.003335558,0.015242128
Idiopathic secondary male infertility,"Infertility, secondary","has at least one child, and wants to have more children. The person has a fertile partner, but the couple cannot conceive. ",0.005145153,0.002002058,0.011025222
Other urinary diseases,"Post-COMO calculation for residuals (YLL/YLD ratio, other methods)",,,,
"Uterine fibroids, symptomatic, without anemia","Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
"Uterine fibroids, asymptomatic",Asymptomatic,,0,0,0
"Uterine fibroids, symptomatic, with mild anemia",Mild abdominal pain with mild anemia,(combined DW),0.014657554,0.006701962,0.028588442
"Uterine fibroids, symptomatic, with moderate anemia",Mild abdominal pain with moderate anemia,(combined DW),0.061950946,0.039713055,0.092922811
"Uterine fibroids, symptomatic, with severe anemia",Mild abdominal pain with severe anemia,(combined DW),0.158110749,0.108503235,0.21877447
Primary infertility due to polycystic ovarian syndrome,"Infertility, primary","wants to have a child and has a fertile partner, but the couple cannot conceive.",0.007564045,0.003335558,0.015242128
Hirsutism and secondary infertility due to polycystic ovarian syndrome,"Infertility, secondary","has at least one child, and wants to have more children. The person has a fertile partner, but the couple cannot conceive. ",0.005145153,0.002002058,0.011025222
Hirsutism due to polycystic ovarian syndrome,"Disfigurement, level 1","has a slight, visible physical deformity that others notice, which causes some worry and discomfort.",0.011016252,0.005239763,0.020619542
Asymptomatic polycystic ovarian syndrome,Asymptomatic,,0,0,0
Hirsutism and primary infertility due to polycystic ovarian syndrome,Disfigurement level 1 and primary infertility,(combined DW),0.018484901,0.0085921,0.034904851
Secondary infertility due to polycystic ovarian syndrome,Disfigurement level 1 and secondary infertility,(combined DW),0.01609539,0.007235036,0.030990611
Idiopathic primary female infertility,"Infertility, primary","wants to have a child and has a fertile partner, but the couple cannot conceive.",0.007564045,0.003335558,0.015242128
Idiopathic secondary female infertility,"Infertility, secondary","has at least one child, and wants to have more children. The person has a fertile partner, but the couple cannot conceive. ",0.005145153,0.002002058,0.011025222
Primary infertility due to endometriosis,"Infertility, primary","wants to have a child and has a fertile partner, but the couple cannot conceive.",0.007564045,0.003335558,0.015242128
Secondary infertility due to endometriosis,"Infertility, secondary","has at least one child, and wants to have more children. The person has a fertile partner, but the couple cannot conceive. ",0.005145153,0.002002058,0.011025222
Mild abdominal pain due to endometriosis,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
Moderate abdominal pain due to endometriosis,"Abdominopelvic problem, moderate",has pain in the belly and feels nauseous. The person has difficulties with daily activities. ,0.114339967,0.077947085,0.158676813
Severe abdominal pain due to endometriosis,"Abdominopelvic problem, severe",has severe pain in the belly and feels nauseous. The person is anxious and unable to carry out daily activities.,0.324246551,0.219721318,0.44180474
Asymptomatic endometriosis,Asymptomatic,,0,0,0
Mild abdominal pain and primary infertility due to endometriosis,Mild abdominal pain and primary infertility,(combined DW),0.01847791,0.008684966,0.03565851
Moderate abdominal pain and primary infertility due to endometriosis,Moderate abdominal pain and primary infertility,(combined DW),0.121018738,0.082948071,0.167589279
Severe abdominal pain and primary infertility due to endometriosis,Severe abdominal pain and primary infertility,(combined DW),0.329393756,0.227487997,0.44485362
Mild abdominal pain and secondary infertility due to endometriosis,Mild abdominal pain and secondary infertility,(combined DW),0.016088381,0.007408365,0.031385547
Moderate abdominal pain and secondary infertility due to endometriosis,Moderate abdominal pain and secondary infertility,(combined DW),0.118883899,0.081324135,0.163917189
Severe abdominal pain and secondary infertility due to endometriosis,Severe abdominal pain and secondary infertility,(combined DW),0.327759075,0.225424929,0.443673111
Abdominal pain due to genital prolapse,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
Stress incontinence due to genital prolapse,Stress incontinence,"loses small amounts of urine without meaning to when coughing, sneezing, laughing or during physical exercise.",0.01994515,0.010842803,0.034953313
Asymptomatic genital prolapse,Asymptomatic,,0,0,0
Abdominal pain and stress incontinence due to genital prolapse,Mild abdominal pain and stress incontinence,(combined DW),0.030712943,0.016255707,0.054331522
Depression due to premenstrual syndrome,"Major depressive disorder, mild episode","feels persistent sadness and has lost interest in usual activities. The person sometimes sleeps badly, feels tired, or has trouble concentrating but still manages to function in daily life with extra effort.",0.14543562,0.099171133,0.208591855
Abdominal pain due to premenstrual syndrome,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
Asymptomatic premenstrual syndrome,Asymptomatic,,0,0,0
Abdominal pain and depression due to premenstrual syndrome,Mild abdominal pain and mild depression,(combined DW),0.154815577,0.107028259,0.219926182
Mild other gynecological disorders,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
"Menstrual disorders, without anemia",Asymptomatic,,0,0,0
Moderate other gynecological disorders,"Abdominopelvic problem, moderate",has pain in the belly and feels nauseous. The person has difficulties with daily activities. ,0.114339967,0.077947085,0.158676813
Severe other gynecological disorders,"Abdominopelvic problem, severe",has severe pain in the belly and feels nauseous. The person is anxious and unable to carry out daily activities.,0.324246551,0.219721318,0.44180474
Asymptomatic other gynecological disorders,Asymptomatic,,0,0,0
"Menstrual disorders, with mild anemia","Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
"Menstrual disorders, with moderate anemia","Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
"Menstrual disorders, with severe anemia","Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
Other combined sequelae of hemoglobin E/beta-thalassemia,Generic uncomplicated disease: anxiety about diagnosis,has a disease diagnosis that causes some worry but minimal interference with daily activities.,0.012440831,0.006194748,0.022708943
"Hemoglobin E/beta-thalassemia, with mild anemia","Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
"Hemoglobin E/beta-thalassemia, with moderate anemia","Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
"Hemoglobin E/beta-thalassemia, with severe anemia","Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
Severe infection associated with hemoglobin E/beta-thalassemia,"Generic uncomplicated disease: anxiety about diagnosis; Heart failure, severe",(combined DW),0.324319363,0.232650245,0.435951652
Other combined sequelae of hemoglobin H disease,Generic uncomplicated disease: anxiety about diagnosis,has a disease diagnosis that causes some worry but minimal interference with daily activities.,0.012440831,0.006194748,0.022708943
"Hemoglobin H disease, with mild anemia","Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
"Hemoglobin H disease, with moderate anemia","Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
"Hemoglobin H disease, with severe anemia","Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
Severe infection associated with hemoglobin H disease,"Generic uncomplicated disease: anxiety about diagnosis; Heart failure, severe",(combined DW),0.324319363,0.232650245,0.435951652
Other combined sequelae of beta-thalassemia major,Generic uncomplicated disease: anxiety about diagnosis,has a disease diagnosis that causes some worry but minimal interference with daily activities.,0.012440831,0.006194748,0.022708943
Mild anemia due to beta-thalassemia major,"Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
Moderate anemia due to beta-thalassemia major,"Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
Severe anemia due to beta-thalassemia major,"Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
Severe infection associated with beta-thalassemia major,"Generic uncomplicated disease: anxiety about diagnosis; Heart failure, severe",(combined DW),0.324319363,0.232650245,0.435951652
Mild heart failure due to thalassemias,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894,0.026103223,0.062339545
Moderate heart failure due to thalassemias,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to thalassemias,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.179066696,0.1215548,0.250729157
Asymptomatic heart failure due to thalassemias,Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
Mild anemia due to B-thalassemia trait,"Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
Mild anemia due to hemoglobin E trait,"Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
Moderate anemia due to B-thalassemia trait,"Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
Moderate anemia due to hemoglobin E trait,"Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
Severe anemia due to B-thalassemia trait,"Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
Severe anemia due to hemoglobin E trait,"Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
Asymptomatic B-thalassemia trait,Asymptomatic,,0,0,0
Asymptomatic hemoglobin E trait,Asymptomatic,,0,0,0
Mild anemia due to hemoglobin SC disease,"Anemia, mild; Generic uncomplicated disease anxiety",,0.016083331,0.007595395,0.030998713
Moderate anemia due to hemoglobin SC disease,"Anemia, moderate; Generic uncomplicated disease anxiety",,0.063305862,0.039980345,0.094802634
Severe anemia due to hemoglobin SC disease,"Anemia, severe; Generic uncomplicated disease anxiety",,0.159325145,0.108503954,0.220449283
Stroke due to hemoglobin SC disease,Generic uncomplicated disease anxiety; long-term consequences due to stroke,,0.324867819,0.21919315,0.443466463
Vaso-occlusive crises due to hemoglobin SC disease,Generic uncomplicated disease anxiety and severe abdominopelvic problem,,0.332677572,0.230920155,0.447861607
Vaso-occlusive crises and stroke due to hemoglobin SC disease,Generic uncomplicated disease anxiety; long-term consequences due to stroke; severe abdominopelvic problem,,0.540637979,0.390415335,0.685335311
Other combined sequelae of hemoglobin SC disease,Generic uncomplicated disease: anxiety about diagnosis,has a disease diagnosis that causes some worry but minimal interference with daily activities.,0.012440831,0.006194748,0.022708943
Mild anemia due to mild sickle cell/beta-thalassemia,"Anemia, mild; Generic uncomplicated disease anxiety",,0.016083331,0.007595395,0.030998713
Moderate anemia due to mild sickle cell/beta-thalassemia,"Anemia, moderate; Generic uncomplicated disease anxiety",,0.063305862,0.039980345,0.094802634
Severe anemia due to mild sickle cell/beta-thalassemia,"Anemia, severe; Generic uncomplicated disease anxiety",,0.159325145,0.108503954,0.220449283
Stroke due to mild sickle cell/beta-thalassemia,Generic uncomplicated disease anxiety; long-term consequences due to stroke,,0.324867819,0.21919315,0.443466463
Vaso-occlusive crises due to mild sickle cell/beta-thalassemia,Generic uncomplicated disease anxiety and severe abdominopelvic problem,,0.332677572,0.230920155,0.447861607
Vaso-occlusive crises and stroke due to mild sickle cell/beta-thalassemia,Generic uncomplicated disease anxiety; long-term consequences due to stroke; severe abdominopelvic problem,,0.540637979,0.390415335,0.685335311
Mild anemia due to homozygous sickle cell and severe sickle cell/beta-thalassemia,"Anemia, mild; Generic uncomplicated disease anxiety",,0.016083331,0.007595395,0.030998713
Moderate anemia due to homozygous sickle cell and severe sickle cell/beta-thalassemia,"Anemia, moderate; Generic uncomplicated disease anxiety",,0.063305862,0.039980345,0.094802634
Severe anemia due to homozygous sickle cell and severe sickle cell/beta-thalassemia,"Anemia, severe; Generic uncomplicated disease anxiety",,0.159325145,0.108503954,0.220449283
Stroke due to homozygous sickle cell and severe sickle cell/beta-thalassemia ,Generic uncomplicated disease anxiety; long-term consequences due to stroke,,0.324867819,0.21919315,0.443466463
Vaso-occlusive crises due to homozygous sickle cell and severe sickle cell/beta-thalassemia,Generic uncomplicated disease anxiety and severe abdominopelvic problem,,0.332677572,0.230920155,0.447861607
Vaso-occlusive crises and stroke due to homozygous sickle cell and severe sickle cell/beta-thalassemia,Generic uncomplicated disease anxiety; long-term consequences due to stroke; severe abdominopelvic problem,,0.540637979,0.390415335,0.685335311
Other combined sequelae of mild sickle cell/beta-thalassemia exclusivity adjustment,Generic uncomplicated disease: anxiety about diagnosis,has a disease diagnosis that causes some worry but minimal interference with daily activities.,0.012440831,0.006194748,0.022708943
Other combined sequelae of homozygous sickle cell and severe sickle cell/beta-thalassemia,Generic uncomplicated disease: anxiety about diagnosis,has a disease diagnosis that causes some worry but minimal interference with daily activities.,0.012440831,0.006194748,0.022708943
Asymptomatic sickle cell trait,Asymptomatic,,0,0,0
Mild anemia due to sickle cell trait,"Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
Moderate anemia due to sickle cell trait,"Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
Severe anemia due to sickle cell trait,"Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
"G6PD deficiency, without anemia or heart failure",Asymptomatic,,0,0,0
"G6PD deficiency, with mild anemia","Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
"G6PD deficiency, with moderate anemia","Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
"G6PD deficiency, with severe anemia","Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
"G6PD deficiency, with mild heart failure","Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894,0.026103223,0.062339545
"G6PD deficiency, with moderate heart failure","Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
"G6PD deficiency, with severe heart failure","Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.179066696,0.1215548,0.250729157
"G6PD deficiency, with asymptomatic heart failure ",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
"Hemizygous G6PD deficiency, with mild anemia","Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
"Hemizygous G6PD deficiency, with moderate anemia","Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
"Hemizygous G6PD deficiency, with severe anemia","Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
"Hemizygous G6PD deficiency, asymptomatic",Asymptomatic,,0,0,0
Mild heart failure due to other hemoglobinopathies and hemolytic anemias,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894,0.026103223,0.062339545
Moderate heart failure due to other hemoglobinopathies and hemolytic anemias,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
